Search term	Impressions	Clicks	CTR	CPC	Spend	Seven_Day_Total_Sales	ACoS	RoAS	Seven_Day_Total_Orders	Seven_Day_Total_Units	Seven_Day_Total_Rate	Seven_Day_Advertised_SKU_Units	Seven_Day_Other_SKU_Units	Seven_Day_Advertised_SKU_Sales	Seven_Day_Other_SKU_Sales = 22	
boss lady mugs with lashes	     1.000	     1.000	     1.000	     0.660	     0.660	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
coffee mugs boss lady	     6.000	     1.000	     0.167	     0.890	     0.890	    11.150	     0.080	    12.530	     1.000	     1.000	   100.000	     1.000	     0.000	    11.150	     0.000
mugs boss lady	     1.000	     1.000	     1.000	     0.250	     0.250	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
worlds best boss mug pin	     1.000	     1.000	     1.000	     0.800	     0.800	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
“best boss ever” mug	     1.000	     1.000	     1.000	     1.120	     1.120	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
fathers day gift for boss	    11.000	     2.000	     0.182	     1.980	     1.980	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
fathers day gift for my boss	     3.000	     1.000	     0.333	     1.090	     1.090	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
fathers day gifts for boss	    24.000	     2.000	     0.083	     2.140	     2.140	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
fathers day gift to boss	     2.000	     1.000	     0.500	     0.990	     0.990	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
world's greatest boss coffee mug	     2.000	     1.000	     0.500	     0.570	     0.570	    12.770	     0.045	    22.400	     1.000	     1.000	   100.000	     1.000	     0.000	    12.770	     0.000
worlds greatest boss tea mugs	     3.000	     1.000	     0.333	     0.530	     0.530	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss mom coffee mugs	     2.000	     1.000	     0.500	     1.000	     1.000	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
coffee mug for co-worker boss	     1.000	     1.000	     1.000	     0.610	     0.610	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
coffee mugs with boss	     1.000	     1.000	     1.000	     0.920	     0.920	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
i'm with the boss coffee mug	    10.000	     1.000	     0.100	     0.700	     0.700	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss ever dishwasher safe	     1.000	     1.000	     1.000	     0.700	     0.700	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
michael scott best boss ever	     1.000	     1.000	     1.000	     0.700	     0.700	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
womens best boss ever coffee cups	     1.000	     1.000	     1.000	     0.660	     0.660	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss mug cheap	     1.000	     1.000	     1.000	     1.170	     1.170	    11.550	     0.101	     9.870	     1.000	     1.000	   100.000	     1.000	     0.000	    11.550	     0.000
best boss mugs 15oz	     1.000	     1.000	     1.000	     0.780	     0.780	    13.120	     0.059	    16.820	     1.000	     1.000	   100.000	     1.000	     0.000	    13.120	     0.000
best boss mugs for men customized	     1.000	     1.000	     1.000	     0.950	     0.950	    11.550	     0.082	    12.160	     1.000	     1.000	   100.000	     1.000	     0.000	    11.550	     0.000
best fucking boss coffee mug	     1.000	     1.000	     1.000	     0.670	     0.670	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
copper mug best boss	     1.000	     1.000	     1.000	     0.580	     0.580	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
nurse mug best boss	     1.000	     1.000	     1.000	     0.870	     0.870	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
you are the best boss mug	     1.000	     1.000	     1.000	     0.810	     0.810	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
#2 boss mug	     3.000	     1.000	     0.333	     0.950	     0.950	    13.120	     0.072	    13.810	     1.000	     1.000	   100.000	     1.000	     0.000	    13.120	     0.000
28 oz boss mugs for men	     1.000	     1.000	     1.000	     0.640	     0.640	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss man and boss lady mugs	     2.000	     1.000	     0.500	     0.280	     0.280	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
farewell boss mugs for male	     2.000	     1.000	     0.500	     0.580	     0.580	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
funny boss mugs for men	     1.000	     1.000	     1.000	     0.370	     0.370	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
gift for boss mug	     1.000	     1.000	     1.000	     0.790	     0.790	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
mom boss joke coffee mugs	     1.000	     1.000	     1.000	     0.820	     0.820	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
mugs for boss men	     2.000	     1.000	     0.500	     0.940	     0.940	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
mugs for coffee boss	     1.000	     1.000	     1.000	     0.890	     0.890	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
terrible boss mug	     1.000	     1.000	     1.000	     0.830	     0.830	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
travel mug boss	     2.000	     1.000	     0.500	     0.930	     0.930	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
whatcher mugs for boss	     9.000	     1.000	     0.111	     0.950	     0.950	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
worlds best boss dunder mifflin mug	     1.000	     1.000	     1.000	     0.980	     0.980	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
worlds best boss mug the office customizable	     2.000	     1.000	     0.500	     1.100	     1.100	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best first boss gift	     1.000	     1.000	     1.000	     1.000	     1.000	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
birthday gifts for best doctor boss	     4.000	     1.000	     0.250	     1.040	     1.040	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss appreciation birthday gifts	     2.000	     1.000	     0.500	     1.040	     1.040	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss gift ideas	     5.000	     1.000	     0.200	     1.030	     1.030	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss gifts for men office	    43.000	     2.000	     0.047	     2.070	     2.070	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss leaving gifts for men	     9.000	     1.000	     0.111	     0.930	     0.930	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss leaving gifts for women	     9.000	     1.000	     0.111	     0.980	     0.980	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss man gift	     1.000	     1.000	     1.000	     0.860	     0.860	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
bosses day gag gifts	    40.000	     1.000	     0.025	     1.040	     1.040	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
bosses gifts for women rustic	     1.000	     1.000	     1.000	     0.990	     0.990	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
congratulations gifts for women boss	     2.000	     1.000	     0.500	     1.030	     1.030	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
gift for boss man tumbler	     2.000	     1.000	     0.500	     1.000	     1.000	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
gift for lady boss	     2.000	     1.000	     0.500	     1.060	     1.060	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
gifts for a great boss	     1.000	     1.000	     1.000	     1.040	     1.040	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
gifts for boss men 70yers old	     1.000	     1.000	     1.000	     1.060	     1.060	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
gifts for male boss	    12.000	     1.000	     0.083	     1.070	     1.070	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
gifts for the boss	    64.000	     1.000	     0.016	     0.970	     0.970	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
gifts for your boss female	    54.000	     4.000	     0.074	     4.070	     4.070	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
goodbye gifts boss	     4.000	     1.000	     0.250	     0.680	     0.680	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
personalized gift for boss woman	     1.000	     1.000	     1.000	     0.870	     0.870	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
promotion gifts for boss	     2.000	     1.000	     0.500	     1.040	     1.040	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
thank you boss gifts men	     2.000	     1.000	     0.500	     1.060	     1.060	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss cop	     1.000	     1.000	     1.000	     0.920	     0.920	    12.990	     0.071	    14.120	     1.000	     1.000	   100.000	     1.000	     0.000	    12.990	     0.000
best boss ever coffee mug for women	     7.000	     1.000	     0.143	     1.440	     1.440	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
best boss ever mug for tea	     1.000	     1.000	     1.000	     0.950	     0.950	    13.120	     0.072	    13.810	     1.000	     1.000	   100.000	     1.000	     0.000	    13.120	     0.000
boss lady mug with lid	     4.000	     1.000	     0.250	     0.740	     0.740	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss lady mugs for women	    44.000	     4.000	     0.091	     3.100	     3.100	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
purple/gold boss lady coffee mug	     2.000	     1.000	     0.500	     0.880	     0.880	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss lady cup in berry	     1.000	     1.000	     1.000	     0.830	     0.830	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss lady cup with purse	     1.000	     1.000	     1.000	     0.620	     0.620	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss lady rose gold cup	     1.000	     1.000	     1.000	     0.730	     0.730	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
coffee cup for boss lady	     2.000	     1.000	     0.500	     0.810	     0.810	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss lady gifts for women new job	     1.000	     1.000	     1.000	     0.780	     0.780	    11.150	     0.070	    14.290	     1.000	     1.000	   100.000	     1.000	     0.000	    11.150	     0.000
boss lady gifts sets	     6.000	     1.000	     0.167	     0.760	     0.760	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
job promotion gifts boss lady	     1.000	     1.000	     1.000	     0.630	     0.630	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
boss lady large coffee mug	     2.000	     1.000	     0.500	     0.960	     0.960	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
cute coffee mug boss lady	     2.000	     1.000	     0.500	     1.100	     1.100	     0.000	  1000.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000	     0.000
